Ticker,MSE,MAE,Match %,Different %,Pct Diff%,Edge,tradable
CVX,0.00032053596805781126,0.012546432204544544,72.11796246648794,27.882037533512065,44,22,True
DASH,0.001138045103289187,0.024022676050662994,71.64179104477611,28.35820895522388,43,21,True
DD,0.0005443094996735454,0.01580493338406086,70.77747989276139,29.2225201072386,41,20,True
DECK,0.0023498814553022385,0.029650036245584488,70.24128686327077,29.75871313672922,40,20,True
DELL,0.0014207263011485338,0.02657410502433777,71.900826446281,28.09917355371901,43,21,True
DIA,0.00014044114504940808,0.008012346923351288,67.5603217158177,32.43967828418231,35,17,True
DIS,0.025031225755810738,0.019114019349217415,49.597855227882036,50.402144772117964,0,0,False
DOCU,0.0012675642501562834,0.024416795000433922,75.33333333333333,24.666666666666668,50,25,True
DRI,0.00046944970381446183,0.014938377775251865,69.16890080428955,30.831099195710454,38,19,True
DTE,0.00016454458818770945,0.008540123701095581,75.06702412868633,24.932975871313673,50,25,True
EA,0.00035124458372592926,0.01008367259055376,65.14745308310992,34.852546916890084,30,15,True
ECH,0.00028142688097432256,0.012199833057820797,68.36461126005362,31.63538873994638,36,18,True
EFA,0.00016239039541687816,0.008713077753782272,76.94369973190348,23.056300268096514,53,26,True
EIDO,0.0002923931460827589,0.011525609530508518,74.79892761394102,25.201072386058982,49,24,True
EMR,0.000639700039755553,0.01750083453953266,69.43699731903486,30.563002680965145,38,19,True
EPAM,0.0009968455415219069,0.021196257323026657,69.97319034852548,30.02680965147453,39,19,True
EPP,0.0011099252151325345,0.011162902228534222,49.32975871313673,50.67024128686327,1,0,False
EQIX,0.0003166812239214778,0.01228936854749918,72.92225201072387,27.07774798927614,45,22,True
ETSY,0.0013740027789026499,0.02709123119711876,68.90080428954424,31.099195710455763,37,18,True
EWA,0.00026019226061180234,0.010620004497468472,75.06702412868633,24.932975871313673,50,25,True
EWC,0.00018308020662516356,0.009043668396770954,71.0455764075067,28.9544235924933,42,21,True
EWD,0.00022399866429623216,0.010781470686197281,74.53083109919572,25.46916890080429,49,24,True
EWG,0.014275766909122467,0.012455937452614307,53.61930294906166,46.38069705093834,7,3,True
EWM,0.00013400746684055775,0.008351796306669712,74.79892761394102,25.201072386058982,49,24,True
EWP,0.00020285428036004305,0.009929927065968513,75.87131367292224,24.128686327077748,51,25,True
EWQ,0.00016515000606887043,0.009027255699038506,73.7265415549598,26.273458445040216,47,23,True
EWS,0.00015511305537074804,0.008198058232665062,68.36461126005362,31.63538873994638,36,18,True
EWT,0.00045697702444158494,0.014690207317471504,73.45844504021449,26.541554959785525,46,23,True
EWU,0.00012629057164303958,0.007605650927871466,74.53083109919572,25.46916890080429,49,24,True
EWY,0.000595601974055171,0.017174646258354187,73.9946380697051,26.005361930294907,47,23,True
EXC,0.00020831808797083795,0.010329851880669594,72.11796246648794,27.882037533512065,44,22,True
EZA,0.0004153605259489268,0.014628458768129349,74.79892761394102,25.201072386058982,49,24,True
F,0.0006244374671950936,0.01778760366141796,72.11796246648794,27.882037533512065,44,22,True
